Index,RestaurantID,RestaurantName,RestaurantCity,RestaurantAttributes
2091,263N,SNUG HARBOR,New Orleans,Good Decor Dancing Entertainment Excellent Food For the Young and Young at Heart Hamburgers Late Night Menu No Reservations Open on Mondays Open on Sundays below $15 Pizza Place for Singles Private Rooms Available Good Service Takeout Available 
2092,264N,SOUTH CARROLLTON DELI,New Orleans,Good Decor Deli Excellent Food No Reservations Open on Mondays Open on Sundays below $15 Good Service Up and Coming 
2093,265N,HANA JAPANESE RESTAURANT,New Orleans,Excellent Decor Excellent Food Japanese Open on Mondays Open on Sundays $15-$30 Excellent Service 
2094,266N,CAFE DU MONDE,New Orleans,An Historic Spot Coffee Shops Credit cards are not accepted Excellent Decor Extraordinary Food Focus on Dessert For the Young and Young at Heart Fountain and Ice Cream Late Night Menu No Reservations Open for Breakfast Open on Mondays Open on Sundays below $15 Excellent Service Takeout Available Wheelchair Access 
2095,267N,MONROE'S,New Orleans,American An Historic Spot Excellent Decor Excellent Food Fine for Dining Alone For the Young and Young at Heart Health Conscious Menus No Reservations Open on Mondays Open on Sundays $15-$30 Place for Singles Excellent Service Takeout Available Wheelchair Access 
2096,268N,Cafe Volage,New Orleans,Excellent Decor Dining Outdoors Extraordinary Food For the Young and Young at Heart French Bistro Open on Mondays Open on Sundays $15-$30 Place for Singles Private Rooms Available Excellent Service Up and Coming Wheelchair Access 
2097,269N,TOOTS,New Orleans,American Good Decor Good Food $15-$30 Good Service 
2098,270N,CHINA ROSE GARDEN,New Orleans,Chinese Excellent Decor Dancing Entertainment Extraordinary Food Open on Mondays Open on Sundays below $15 Excellent Service Takeout Available Wheelchair Access 
2099,271N,DELMONICO'S,New Orleans,An Historic Spot Excellent Decor Down-Home Creole Excellent Food For the Young and Young at Heart No Reservations Open on Mondays Open on Sundays $15-$30 Private Rooms Available Relaxed Senior Scene Excellent Service Wheelchair Access 
2100,272N,Chez Daniel,New Orleans,Good Decor Good Food For the Young and Young at Heart French Bistro $15-$30 Private Parties Romantic Good Service Up and Coming Wheelchair Access 
2101,273N,Cafe Sbisa (CLOSED),New Orleans,Continental Excellent Decor Dining Outdoors Excellent Food Game Great for People Watching Late Night Menu Open on Mondays Open on Sundays $15-$30 Excellent Service Special Brunch Menu Wheelchair Access 
2102,274N,K-PAUL'S LOUISIANA KITCHEN,New Orleans,Cajun Fair Decor Extraordinary Food Fine for Dining Alone Good Out of Town Business No Reservations $15-$30 Good Service Wheelchair Access 
2103,275N,SWEET BASIL,New Orleans,Good Decor Excellent Food Italian Open for Breakfast Open on Mondays Open on Sundays below $15 Good Service 
2104,276N,VERSAILLES,New Orleans,Extraordinary Decor Near-perfect Food Fine for Dining Alone French Classic Good Out of Town Business Need To Dress Open on Mondays Open on Sundays $30-$50 Relaxed Senior Scene Romantic Extraordinary Service Very Busy - Reservations a Must 
2105,277N,YE OLDE COLLEGE INN,New Orleans,Fair Decor Down-Home Excellent Food Fine for Dining Alone For the Young and Young at Heart Good for Younger Kids No Reservations Open on Mondays Open on Sundays below $15 Private Rooms Available Relaxed Senior Scene Excellent Service 
2106,278N,GARCE'S,New Orleans,Cuban Fair Decor Excellent Food Open on Mondays Open on Sundays below $15 Place for Singles Good Service Up and Coming 
2107,279N,Bouligny (CLOSED),New Orleans,An Historic Spot Continental Extraordinary Decor Excellent Food Open on Mondays Open on Sundays $15-$30 Excellent Service Special Brunch Menu Wheelchair Access 
2108,280N,WINDJAMMER,New Orleans,Excellent Decor Excellent Food No Reservations Open on Mondays Open on Sundays $15-$30 Place for Singles Private Rooms Available Excellent Service Seafood 
2109,281N,Bean Pot (CLOSED),New Orleans,Authentic Fair Decor Good Food Mexican No Reservations Open on Mondays Open on Sundays below $15 Good Service Takeout Available 
2110,282N,VERA CRUZ,New Orleans,Good Decor Excellent Food Mexican No Reservations Open on Mondays Open on Sundays below $15 Place for Singles Good Service Takeout Available 
2111,283N,LA MARQUISE,New Orleans,Coffee Shops Credit cards are not accepted Good Decor Extraordinary Food Focus on Dessert Fountain and Ice Cream Open for Breakfast Open on Mondays Open on Sundays below $15 Excellent Service Takeout Available Wheelchair Access 
2112,284N,Fausto's Kitchen,New Orleans,Good Decor Good Food Italian $15-$30 Good Service 
2113,285N,CHEZ HELENE,New Orleans,Good Decor Down-Home Creole Excellent Food For the Young and Young at Heart Late Night Menu No Reservations Open on Mondays Open on Sundays $15-$30 Private Rooms Available Excellent Service Soul Food Takeout Available 
2114,286N,PLANTATION COFFEE HOUSE,New Orleans,Coffee Shops Credit cards are not accepted Excellent Decor Dining Outdoors Extraordinary Food For the Young and Young at Heart Open on Mondays Open on Sundays below $15 Place for Singles Excellent Service Takeout Available Up and Coming 
2115,287N,FIORELLA'S,New Orleans,Good Decor Good Food For the Young and Young at Heart Italian Open on Mondays Open on Sundays $15-$30 Private Rooms Available Good Service Takeout Available Up and Coming Wheelchair Access 
2116,288N,MAMIE'S,New Orleans,Good Decor Excellent Food Italian Open on Mondays Open on Sundays $15-$30 Private Parties Excellent Service Takeout Available Wheelchair Access 
2117,289N,CRAZY JOHNNIE'S,New Orleans,American Good Decor Good Food $15-$30 Good Service 
2118,290N,MIDDENDORF'S,New Orleans,Good Decor Extraordinary Food No Reservations Open on Mondays Open on Sundays $15-$30 Private Rooms Available Quirky Excellent Service Seafood 
2119,291N,CHRISTIAN'S,New Orleans,An Historic Spot Extraordinary Decor Extraordinary Food Good Out of Town Business Haute Creole Open on Mondays Open on Sundays $15-$30 Relaxed Senior Scene Extraordinary Service Very Busy - Reservations a Must 
2120,292N,GAUTREAU'S,New Orleans,An Historic Spot Excellent Decor Extraordinary Food For the Young and Young at Heart Game Great for People Watching Haute New Orleans Hip Place To Be Open on Mondays Open on Sundays $15-$30 Place for Singles Power Brokers Private Parties Relaxed Senior Scene Extraordinary Service Up and Coming Very Busy - Reservations a Must Wheelchair Access 
2121,293N,HOFBRAU HOUSE,New Orleans,Good Decor Excellent Food No Reservations Open on Mondays Open on Sundays $15-$30 Place for Singles Private Parties Excellent Service Steakhouses Takeout Available Wheelchair Access 
2122,294N,SHOGUN,New Orleans,Excellent Decor Excellent Food Japanese No Reservations Open on Mondays Open on Sundays $15-$30 Private Parties Excellent Service Takeout Available Wheelchair Access 
2123,295N,CARIBBEAN ROOM,New Orleans,Classic Hotel Dining Continental Extraordinary Decor Entertainment Extraordinary Food Fine for Dining Alone Game Good Out of Town Business Need To Dress Open on Mondays Open on Sundays $30-$50 Power Brokers Private Rooms Available Relaxed Senior Scene Extraordinary Service Very Busy - Reservations a Must Wheelchair Access 
2124,296N,LA GAULOISE,New Orleans,Classic Hotel Dining Extraordinary Decor Entertainment Extraordinary Food Fine for Dining Alone French Bistro No Reservations Open on Mondays Open on Sundays $15-$30 Private Parties Excellent Service Special Brunch Menu Weekend Jazz Brunch Wheelchair Access 
2125,297N,Crescent City Steakhouse,New Orleans,Good Decor Extraordinary Food $15-$30 Excellent Service 
2126,298N,ROYAL CAFE,New Orleans,An Historic Spot Excellent Decor Dining Outdoors Down-Home Creole Excellent Food Open on Mondays Open on Sundays below $15 Excellent Service Special Brunch Menu Up and Coming 
2127,299N,TORTILLA FLATS,New Orleans,Good Decor Good Food Mexican No Reservations Open on Mondays Open on Sundays below $15 Place for Singles Good Service Takeout Available Wheelchair Access 
2128,300N,Genghis Khan,New Orleans,Excellent Decor Extraordinary Food Long Drive $15-$30 Extraordinary Service 
2129,301N,NAPOLEON HOUSE,New Orleans,American An Historic Spot Extraordinary Decor Excellent Food No Reservations Open on Mondays Open on Sundays below $15 Place for Singles Private Rooms Available Quirky Good Service 
2130,302N,TREY YUEN,New Orleans,Creative Chinese Extraordinary Decor Extraordinary Food For the Young and Young at Heart Game No Reservations Open on Mondays Open on Sundays $15-$30 Private Rooms Available Extraordinary Service 
2131,303N,KABBY'S,New Orleans,Classic Hotel Dining Continental Extraordinary Decor Dancing Excellent Food Game No Reservations Open for Breakfast Open on Mondays Open on Sundays $15-$30 Private Rooms Available Relaxed Senior Scene Excellent Service Special Brunch Menu Weekend Jazz Brunch Wheelchair Access 
2132,304N,CAFE PONTCHARTRAIN,New Orleans,American Classic Hotel Dining Coffee Shops Excellent Decor Excellent Food No Reservations Open for Breakfast Open on Mondays Open on Sundays $15-$30 Power Brokers Excellent Service Takeout Available Wheelchair Access 
2133,305N,HANSEN'S SNO-BLIZ,New Orleans,Good Decor Near-perfect Food Focus on Dessert For the Young and Young at Heart Fountain and Ice Cream Good for Younger Kids Hip Place To Be Open on Mondays Open on Sundays below $15 Excellent Service Takeout Available Wheelchair Access 
2134,306N,MORNING CALL,New Orleans,Coffee Shops Credit cards are not accepted Excellent Decor Extraordinary Food Focus on Dessert Fountain and Ice Cream Open on Mondays Open on Sundays below $15 Excellent Service 
2135,307N,PETUNIA'S,New Orleans,Excellent Decor Down-Home Creole Excellent Food No Reservations Open on Mondays Open on Sundays $15-$30 Private Parties Excellent Service Special Brunch Menu 
2136,308N,ST. CHARLES RESTAURANT,New Orleans,American Good Decor Excellent Food Open on Mondays Open on Sundays $15-$30 Private Parties Excellent Service Takeout Available 
2137,309N,PORT OF CALL,New Orleans,Good Decor Extraordinary Food For the Young and Young at Heart Hamburgers Open on Mondays Open on Sundays below $15 Pizza Place for Singles Quirky Good Service Takeout Available 
2138,310N,MULATE'S,New Orleans,Cajun Good Decor Good Food $15-$30 Good Service 
2139,311N,THE LITTLE GREEK,New Orleans,Good Decor Entertainment Extraordinary Food Greek $15-$30 Excellent Service Up and Coming Very Busy - Reservations a Must 
2140,312N,Canton Restaurant,New Orleans,Good Decor Good Food below $15 Good Service 
2141,313N,BANGKOK,New Orleans,Good Decor Extraordinary Food No Reservations Open on Mondays Open on Sundays $15-$30 Excellent Service Short Drive Takeout Available Thai 
2142,314N,RUSSELL'S MARINA GRILL,New Orleans,American Good Decor Excellent Food Fine for Dining Alone For the Young and Young at Heart Late Night Menu No Reservations Open on Mondays Open on Sundays below $15 Place for Singles Excellent Service Takeout Available 
2143,315N,MICHAEL'S MID-CITY GRILL,New Orleans,American Good Decor Excellent Food For the Young and Young at Heart No Reservations below $15 Private Parties Excellent Service Takeout Available Wheelchair Access 
2144,316N,DOOKY CHASE,New Orleans,Excellent Decor Down-Home Creole Extraordinary Food For the Young and Young at Heart Hip Place To Be Late Night Menu Open on Mondays Open on Sundays $15-$30 Excellent Service Soul Food Traditional Takeout Available Wheelchair Access 
2145,317N,MOTHER'S,New Orleans,Credit cards are not accepted Good Decor Extraordinary Food For the Young and Young at Heart Open on Mondays Open on Sundays Other Quick Food below $15 Place for Singles Po' Boys Good Service Takeout Available 
2146,318N,THE PRALINE CONNECTION,New Orleans,Good Decor Down-Home Creole Good Food For the Young and Young at Heart Late Night Menu Open on Mondays Open on Sundays $15-$30 Private Parties Good Service Takeout Available Up and Coming Wheelchair Access 
2147,319N,PUPUSERIA DIVINO CORAZON,New Orleans,Good Decor Good Food Open on Mondays Open on Sundays $15-$30 Quirky Good Service Salvadoran 
2148,320N,WEST END CAFE,New Orleans,Good Decor Excellent Food Open on Mondays Open on Sundays $15-$30 Place for Singles Private Rooms Available Excellent Service Seafood Special Brunch Menu Takeout Available Wheelchair Access 
2149,321N,YOUNG'S,New Orleans,American Credit cards are not accepted Good Decor Extraordinary Food $15-$30 Excellent Service 
2150,322N,LA CUISINE,New Orleans,Excellent Decor Down-Home Creole Extraordinary Food Game No Reservations Open on Mondays Open on Sundays $15-$30 Private Parties Relaxed Senior Scene Excellent Service Wheelchair Access 
2151,323N,LAFITTE'S LANDING,New Orleans,Creative Cajun Extraordinary Decor Extraordinary Food Game Good Out of Town Business Hip Place To Be Open on Mondays Open on Sundays $15-$30 Private Rooms Available Extraordinary Service Wheelchair Access 
2152,324N,PELICAN CLUB,New Orleans,Good Decor Good Food For the Young and Young at Heart Great for People Watching Haute New Orleans Hip Place To Be Late Night Menu Open on Mondays Open on Sundays $15-$30 Place for Singles Private Parties Good Service Takeout Available Up and Coming Very Busy - Reservations a Must Wheelchair Access 
2153,325N,LOUIS XVI,New Orleans,Classic Hotel Dining Extraordinary Decor Dining Outdoors Entertainment Extraordinary Food Fine for Dining Alone French Classic Game Good Out of Town Business Need To Dress Open on Mondays Open on Sundays $30-$50 Private Rooms Available Romantic Extraordinary Service Very Busy - Reservations a Must Wheelchair Access 
2154,326N,La Difference (CLOSED),New Orleans,Good Decor Good Food For the Young and Young at Heart French Bistro Open on Mondays Open on Sundays $15-$30 Place for Singles Private Parties Good Service Takeout Available Up and Coming Wheelchair Access 
2155,0N,Natalino,New York,Good Decor Excellent Food Italian $30-$50 Excellent Service 
2156,1N,Indian Cafe,New York,Good Decor Excellent Food Indian $15-$30 Excellent Service 
2157,2N,Manhattan Plaza Cafe,New York,American (Contemporary) American (Traditional) Excellent Decor Delivery Available Dining Outdoors Excellent Food For the Young and Young at Heart Good for Younger Kids Health Conscious Menus $15-$30 Private Parties Private Rooms Available Quiet for Conversation Excellent Service Special Brunch Menu Takeout Available Weekend Dining 
